CT,REG,COM,Nom,HApoly,Surfacesbois,Surfacescult,Alp,Airbat,Airind,P00BMTOT,P00BWTOT,Pop020,Pop2040,Pop4065,Pop65P,H00PTOT,H00P01,H00P02,H00P03,H00P04,POPTOT
21,7,5316,Lodano,1375,1005,28,77,6,1,87,84,39,40,65,27,68,15,19,23,11,171
2,2,423,Willadingen,216,60,146,0,10,0,84,87,28,47,70,26,75,19,33,9,14,171
21,7,5320,Peccia,5422,1450,27,961,12,2,82,89,39,33,59,40,64,12,28,7,17,171
22,1,5923,Oppens,360,100,247,0,9,0,88,82,37,54,53,26,69,20,22,12,15,170
22,1,5481,Dizy,303,66,215,0,5,0,82,88,54,53,39,24,61,10,18,15,18,170
22,1,5932,Ursins,337,69,256,0,4,0,82,88,37,44,63,26,66,14,22,15,15,170
10,2,2204,Lovens,188,48,126,0,8,0,90,79,41,49,49,30,61,8,27,9,17,169
22,1,5903,Bioley-Magnoux,427,115,282,0,6,0,84,85,40,25,59,45,68,16,28,8,16,169
21,7,5075,Osco,1190,637,51,191,6,0,128,40,9,47,78,34,43,15,16,8,4,168
11,2,2522,Hersiwil,143,32,99,0,5,0,82,86,49,44,51,24,61,14,18,8,21,168
21,7,5018,Sant'Antonio,3358,2663,31,289,13,0,78,90,31,39,58,40,88,42,26,10,10,168
2,2,343,Untersteckholz,283,61,209,0,6,0,91,76,31,54,49,33,62,11,26,9,16,167
2,2,536,Diemerswil,286,57,210,0,4,0,89,78,42,64,43,18,63,15,21,11,16,167
5,6,1343,Innerthal,5016,1709,173,1576,7,0,81,86,46,44,56,21,63,13,22,13,15,167
10,2,2330,Pont (Veveyse),221,56,160,0,5,1,89,77,50,50,44,22,55,11,10,13,21,166
26,2,6787,Damphreux,565,179,363,0,10,0,89,77,42,39,54,31,69,23,18,15,13,166
2,2,707,Saules (BE),428,225,139,48,10,0,87,77,36,43,56,29,64,17,19,9,19,164
18,5,3836,Verdabbio,1313,814,33,31,9,1,80,84,36,48,55,25,75,33,22,9,11,164
22,1,5662,Brenles,385,115,255,0,7,0,77,86,57,44,38,24,53,9,16,6,22,163
23,1,6060,Gluringen,740,164,90,120,9,0,78,83,42,42,56,21,57,12,19,9,17,161
23,1,6115,Unterems,135,74,53,1,6,0,78,83,31,35,54,41,56,17,15,10,14,161
18,5,3662,Flerden,609,182,168,163,8,0,81,79,49,26,62,23,62,21,16,7,18,160
18,5,3681,Avers,9312,511,388,4267,9,2,79,81,40,30,52,38,67,24,19,10,14,160
18,5,3666,Sarn,760,115,149,451,10,0,87,72,50,33,48,28,65,20,23,6,16,159
22,1,5666,Chesalles-sur-Moudon,165,19,136,0,7,3,79,80,54,40,45,20,54,12,14,7,21,159
18,5,3667,Tartar,155,60,82,0,5,0,86,72,38,35,57,28,67,24,22,6,15,158
22,1,5650,Vaux-sur-Morges,210,27,165,0,9,0,83,75,52,47,43,16,55,10,15,14,16,158
26,2,6749,Goumois,853,600,168,58,6,0,82,76,43,59,38,18,41,11,11,7,12,158
21,7,5071,Dalpe,1452,676,80,196,17,1,80,78,29,25,73,31,70,26,20,11,13,158
2,2,532,Bangerten,219,69,141,0,6,0,75,83,33,49,57,19,65,19,23,10,13,158
3,6,1042,Sulz (LU),385,114,251,0,12,0,80,77,49,39,56,13,45,6,14,4,21,157
22,1,5747,Bofflens,419,97,303,0,8,0,80,77,40,41,49,27,63,19,16,12,16,157
10,2,2074,Esmonts,228,36,176,0,10,0,77,80,55,44,40,18,59,16,17,8,18,157
10,2,2079,Grangettes,331,87,190,47,9,0,76,81,48,32,53,24,55,13,12,7,23,157
26,2,6773,Beurnevesin,508,196,286,0,13,0,73,84,43,32,57,25,59,16,17,12,14,157
2,2,422,Ruti bei Lyssach,129,15,105,0,5,0,80,76,39,48,50,19,62,12,29,7,14,156
22,1,5459,Montmagny,377,72,290,0,6,0,78,78,43,41,47,25,63,23,16,10,14,156
23,1,6054,Binn,6503,1100,116,1555,9,0,79,76,27,38,54,36,69,25,24,8,12,155
10,2,2020,Frasses,197,10,171,0,5,0,84,70,34,51,45,24,54,11,16,8,19,154
18,5,3845,Tschierv,4257,1143,128,973,9,1,81,73,40,31,56,27,66,25,19,12,10,154
22,1,5750,Les Clees,702,490,169,0,6,0,80,74,40,33,63,18,60,15,22,10,13,154
10,2,2244,Buchslen,155,21,126,0,4,1,79,75,34,46,56,18,57,11,17,15,14,154
18,5,3930,St.Peter,690,207,70,350,12,1,77,77,23,28,65,38,69,22,31,5,11,154
18,5,3501,Alvaschein,408,236,127,0,7,1,68,86,50,28,48,28,62,24,15,4,19,154
18,5,3944,Says,1447,748,82,419,5,0,74,79,46,28,55,24,57,15,20,5,17,153
23,1,6174,Filet,726,398,38,85,6,0,74,78,37,47,51,17,62,17,20,8,17,152
13,3,2890,Liedertswil,194,108,48,30,3,0,85,66,31,49,56,15,63,18,20,12,13,151
19,3,4288,Wiliberg,115,22,82,0,7,0,84,67,46,37,54,14,50,7,14,10,19,151
10,2,2322,Besencens,211,26,176,0,8,0,81,70,44,37,45,25,51,9,13,13,16,151
18,5,3669,Tschappina,2467,662,348,693,17,0,80,71,41,29,56,25,58,16,20,5,17,151
2,2,683,Champoz,717,362,197,132,8,0,79,72,56,38,43,14,46,7,14,6,19,151
22,1,5674,Lovatens,345,58,279,0,5,0,75,76,50,33,40,28,58,17,15,7,19,151
10,2,2191,Estavayer-le-Gibloux,248,31,198,0,4,0,81,69,48,39,41,22,55,14,17,8,16,150
10,2,2261,Greng,97,13,71,0,11,0,74,76,37,43,57,13,65,20,26,7,12,150
26,2,6746,Epauvillers,843,367,253,194,11,0,75,74,32,31,54,32,62,19,27,5,11,149
22,1,5824,Sassel,335,93,225,0,8,0,80,68,26,34,63,25,57,16,19,9,13,148
22,1,5784,Chesalles-sur-Oron,200,34,147,0,10,0,77,71,34,39,55,20,56,13,16,11,16,148
10,2,2023,Granges-de-Vesin,114,26,75,0,5,0,81,66,43,47,42,15,58,17,15,11,15,147
4,6,1212,Realp,7803,182,127,3116,7,0,76,70,21,29,61,35,66,20,26,14,6,146
22,1,5820,Marnand,224,68,133,0,11,1,76,69,29,42,40,34,57,12,24,10,11,145
10,2,2043,Sevaz,249,6,220,0,6,7,74,71,33,52,45,15,61,18,22,9,12,145
23,1,6176,Greich,285,95,23,127,11,0,74,70,29,35,61,19,62,17,23,11,11,144
22,1,5560,Grandevent,346,175,78,84,6,0,71,73,34,40,57,13,59,10,31,5,13,144
18,5,3742,Guarda,3141,393,144,971,9,0,70,74,24,29,50,41,73,32,24,9,8,144
23,1,6088,Vernamiege,739,504,69,95,11,0,70,74,20,27,47,50,68,25,26,5,12,144
22,1,5825,Sedeilles,247,63,171,0,7,0,69,75,29,44,43,28,65,21,25,6,13,144
11,2,2531,Steinhof,164,48,107,0,5,0,70,73,49,24,45,25,46,7,13,5,21,143
21,7,5094,Borgnone,1060,742,22,6,10,1,69,74,24,21,56,42,63,22,18,13,10,143
22,1,5682,Peyres-Possens,191,76,97,0,3,5,67,76,31,50,41,21,46,14,13,9,10,143
22,1,5629,Clarmont,101,12,81,0,5,0,73,69,33,41,47,21,65,25,27,4,9,142
26,2,6803,Rocourt,446,166,251,15,11,0,69,73,32,31,49,30,56,12,24,7,13,142
14,5,2918,Opfertshofen (SH),210,64,130,0,8,0,68,73,40,42,43,16,56,13,23,3,17,141
21,7,5204,Mugena,363,261,19,51,4,0,61,80,41,37,39,24,57,18,19,5,15,141
18,5,3973,Valzeina,1144,609,235,226,8,0,77,63,42,42,35,21,49,9,15,10,15,140
22,1,5918,Gressy,224,39,155,0,7,1,75,64,35,47,42,15,56,16,12,17,11,139
18,5,3639,Scheid,1232,516,91,442,12,0,69,70,45,33,38,23,49,14,13,11,11,139
21,7,5177,Corticiasca,215,149,13,26,7,0,75,63,33,36,52,17,58,19,17,9,13,138
22,1,5672,Forel-sur-Lucens,284,54,214,0,6,0,67,70,44,26,42,25,46,6,20,4,16,137
19,3,4232,Geltwil,336,50,276,0,9,0,66,71,50,25,49,13,42,5,14,1,22,137
18,5,3927,Molinis,1321,805,57,297,8,1,73,63,42,32,37,25,51,12,19,6,14,136
10,2,2216,Pierrafortscha,506,108,358,0,16,0,72,64,29,34,52,21,56,16,20,7,13,136
26,2,6788,Damvant,504,215,224,54,9,0,72,64,31,34,29,42,57,15,23,8,11,136
2,2,421,Rumendingen,242,83,148,0,3,0,71,65,31,54,39,12,35,8,13,3,11,136
21,7,5045,Prugiasco,595,212,24,217,5,0,71,65,18,33,50,35,57,16,20,5,16,136
22,1,5701,Arnex-sur-Nyon,204,29,160,0,9,0,71,65,39,28,57,12,45,10,11,7,17,136
26,2,6759,Soubey,1348,791,275,230,13,0,71,65,31,36,40,29,44,13,10,7,14,136
10,2,2241,Agriswil,140,25,103,0,5,0,67,69,39,26,55,16,47,12,12,10,13,136
26,2,6791,Fregiecourt,349,133,197,0,7,0,70,63,35,30,44,24,53,13,20,9,11,133
22,1,5912,Demoret,424,70,337,0,11,0,64,69,46,24,38,25,49,12,17,3,17,133
18,5,3705,Donath,215,124,59,11,5,0,58,75,43,32,32,26,53,17,14,9,13,133
26,2,6798,Ocourt,1162,652,240,217,17,0,74,58,33,35,43,21,49,14,14,6,15,132
22,1,5916,Essert-sous-Champvent,122,25,86,0,4,0,69,63,29,57,30,16,47,10,17,6,14,132
18,5,3808,Rossa,5888,2402,37,501,16,0,58,74,13,20,51,48,61,18,31,7,5,132
22,1,5557,Fontaines-sur-Grandson,786,389,212,177,5,0,51,81,32,38,41,21,56,23,14,7,12,132
18,5,3600,Surcuolm,647,141,135,301,11,0,63,67,35,31,43,21,49,18,9,7,15,130
26,2,6745,Les Enfers,710,338,243,113,6,2,61,69,48,34,39,9,43,7,14,6,16,130
23,1,6142,Trient,3957,1233,52,438,8,0,60,70,37,41,30,22,51,13,19,9,10,130
26,2,6713,Ederswiler,329,138,115,63,5,2,64,65,22,31,53,23,51,16,16,11,8,129
18,5,3632,Feldis/Veulden,757,433,73,195,10,0,62,67,36,15,51,27,48,19,13,4,12,129
2,2,591,Saxeten,1914,583,95,707,6,0,66,62,44,25,37,22,46,10,13,7,16,128
18,5,3504,Stierva,1056,444,92,428,3,1,62,66,26,38,33,31,53,13,20,11,9,128
22,1,5457,Donatyre,111,11,90,0,8,0,68,59,34,37,38,18,46,9,16,5,16,127
18,5,3693,Nufenen,2803,415,291,1250,5,0,67,60,27,27,47,26,55,23,12,11,9,127
10,2,2003,Bollion,86,12,67,0,3,0,62,65,33,41,38,15,51,11,22,9,9,127
14,5,2916,Hofen,106,9,75,0,7,0,62,65,41,35,36,15,47,13,13,3,18,127
18,5,3833,Leggia,918,585,46,33,9,0,59,68,27,35,41,24,54,16,21,7,10,127
22,1,5927,Prahins,242,63,168,0,3,0,59,67,40,23,42,21,46,11,14,5,16,126
21,7,5218,Roveredo (TI),69,50,6,7,2,0,55,71,30,32,43,21,49,12,14,9,14,126
22,1,5915,Essert-Pittet,276,23,225,0,5,0,65,60,24,32,51,18,59,19,23,10,7,125
23,1,6112,Oberems,8460,1143,85,1213,14,0,65,60,31,38,34,22,50,18,14,5,13,125
22,1,5475,Chavannes-le-Veyron,258,70,176,0,7,0,62,63,40,32,44,9,44,7,16,7,14,125
10,2,2151,Rueyres-Treyfayes,256,12,230,2,4,0,67,57,37,31,32,24,44,11,10,9,14,124
10,2,2075,Estevenens,332,61,254,2,9,0,61,62,32,40,36,15,51,19,12,6,14,123
10,2,2033,Morens (FR),259,41,183,0,8,1,57,66,31,36,42,14,48,11,11,15,11,123
21,7,5128,Sant'Abbondio,320,282,2,2,10,0,53,70,16,28,46,33,59,20,25,4,10,123
2,2,684,Chatelat,415,183,119,103,5,0,69,53,29,33,40,20,43,8,13,10,12,122
10,2,2091,Mossel,319,71,236,0,7,1,68,54,24,39,36,23,46,8,14,12,12,122
22,1,5690,Villars-le-Comte,422,109,303,0,5,0,66,56,25,18,47,32,49,11,21,7,10,122
22,1,5800,Les Tavernes,229,55,164,0,3,0,63,59,36,36,37,13,40,6,15,7,12,122
22,1,5670,Denezy,378,88,272,0,12,0,56,66,19,27,40,36,60,24,19,10,7,122
19,3,4098,Gallenkirch,140,27,100,0,4,0,64,57,39,30,43,9,50,16,14,8,12,121
10,2,2232,Zenauva,161,108,47,3,4,0,60,61,35,26,50,10,45,11,15,5,14,121
22,1,5679,Neyruz-sur-Moudon,352,92,246,0,5,0,62,58,25,28,43,24,48,12,18,6,12,120
22,1,5802,Vuibroye,141,15,121,0,7,0,58,62,39,22,40,19,41,7,14,7,13,120
18,5,3892,St.Antonien Ascharina,962,192,122,452,8,0,67,52,32,27,37,23,45,15,11,8,11,119
18,5,3923,Castiel,543,266,59,174,1,0,59,60,36,30,35,18,46,12,15,6,13,119
18,5,3578,Pitasch,1079,531,95,244,6,0,62,56,45,29,32,12,41,13,8,4,16,118
22,1,5829,Villars-Bramard,320,120,178,0,6,0,59,59,37,37,32,12,47,15,11,10,11,118
22,1,5758,La Praz,513,262,158,75,7,0,59,58,28,22,48,19,50,16,18,7,9,117
22,1,5688,Syens,253,90,130,0,7,2,57,60,24,34,44,15,53,16,21,6,10,117
18,5,3512,Brienz/Brinzauls,1337,680,162,143,12,0,55,62,24,31,36,26,51,18,21,3,9,117
2,2,437,Mont-Tramelan,464,165,153,129,5,0,59,57,30,27,40,19,41,7,15,5,14,116
26,2,6716,Mettembert,235,131,66,28,8,0,56,60,38,29,36,13,41,10,11,5,15,116
18,5,3695,Sufers,3462,824,81,382,3,1,61,54,29,29,32,25,46,14,16,6,10,115
2,2,712,Souboz,1070,632,203,198,5,0,59,56,26,32,41,16,48,19,12,5,12,115
2,2,327,Gutenburg,61,20,41,0,2,0,58,57,20,35,44,16,51,15,24,4,8,115
18,5,3841,Fuldera,1323,491,134,195,4,3,58,57,33,30,28,24,46,14,15,4,13,115
22,1,5683,Prevonloup,184,24,146,0,7,0,53,61,21,21,46,26,51,11,28,6,6,114
2,2,710,Sornetan,564,285,148,118,7,0,58,55,33,31,41,8,39,9,9,8,13,113
22,1,5563,Mutrux,321,199,99,17,3,2,57,56,38,23,34,18,41,8,15,4,14,113
22,1,5917,Gossens,102,14,79,0,4,0,56,57,30,32,29,22,39,8,9,12,10,113
2,2,419,Oberosch,215,73,130,0,5,0,54,59,21,38,34,20,50,18,20,5,7,113
2,2,416,Motschwil,294,89,188,0,8,0,63,49,15,39,40,18,53,19,21,7,6,112
21,7,5179,Cureggia,69,60,2,0,4,0,56,56,27,27,44,14,45,11,17,8,9,112
19,3,4103,Linn,253,114,130,0,8,0,55,57,26,36,38,12,41,7,13,10,11,112
11,2,2498,Rohr (SO),223,112,99,0,5,0,59,52,33,28,34,16,40,8,12,8,12,111
18,5,3710,Pignia,1341,323,76,496,3,1,54,57,27,25,33,26,47,16,14,9,8,111
21,7,5098,Caviano,320,262,3,22,16,1,50,61,24,15,46,26,46,12,17,7,10,111
18,5,3810,Santa Maria in Calanca,931,682,49,3,8,1,48,63,12,21,45,33,57,23,19,12,3,111
22,1,5667,Correvon,224,32,177,0,3,0,60,50,32,30,32,16,36,2,16,4,14,110
18,5,3804,Buseno,1117,925,5,58,10,0,55,55,18,23,29,40,49,15,22,6,6,110
10,2,2179,Chesopelloz,162,44,118,0,3,0,59,50,34,30,31,14,37,6,11,8,12,109
10,2,2225,Senedes,50,5,37,0,6,1,57,52,23,30,47,9,47,12,18,9,8,109
10,2,2282,Wallenbuch,136,40,92,0,4,0,56,53,33,32,34,10,40,8,10,9,13,109
11,2,2443,Balm bei Messen,218,72,131,0,9,0,55,54,35,23,36,15,39,10,11,2,16,109
13,3,2851,Kilchberg (BL),159,35,119,0,2,0,55,54,20,30,39,20,42,5,21,8,8,109
21,7,5016,Robasacco,273,254,10,0,3,0,53,55,20,27,42,19,53,20,17,10,6,108
22,1,5762,Sergey,148,34,97,0,6,0,53,55,33,33,30,12,38,6,11,11,10,108
18,5,3576,Ladir,720,304,82,281,7,0,59,48,28,26,24,29,43,15,12,6,10,107
10,2,2182,Cormagens,160,19,100,0,5,1,57,50,30,27,36,14,37,10,12,3,12,107
23,1,6216,Mex (VS),792,372,16,86,7,0,51,55,37,21,35,13,34,10,13,2,9,106
18,5,3691,Hinterrhein,4830,368,212,888,5,0,68,37,17,33,34,21,34,11,12,2,9,105
10,2,2156,Villarbeney,219,119,45,35,6,0,54,51,21,34,31,19,42,6,21,7,8,105
21,7,5012,Moleno,749,594,46,5,7,0,50,55,23,30,31,21,41,9,15,7,10,105
21,7,5321,Prato-Sornico,3837,1147,16,554,4,1,59,45,21,24,43,16,40,8,15,6,11,104
22,1,5908,Chene-Paquier,211,51,146,0,3,0,54,50,30,26,27,21,41,14,10,7,10,104
22,1,5828,Treytorrens (Payerne),306,65,232,0,6,0,60,42,19,21,42,20,39,8,12,10,9,102
18,5,3914,Praden,640,436,79,89,4,0,52,49,32,25,38,6,40,15,10,2,13,101
2,2,978,Hermiswil,104,37,60,0,3,1,48,53,24,32,32,13,39,11,8,11,9,101
21,7,5105,Frasco,2573,1114,34,148,11,0,53,47,25,29,29,17,37,9,12,8,8,100
21,7,5169,Carabietta,46,34,0,0,6,0,51,49,21,23,27,29,44,12,16,9,7,100
22,1,5812,Champtauroz,305,59,228,0,7,0,49,51,20,26,35,19,43,12,17,4,10,100
21,7,5174,Cimadera,528,440,28,26,3,0,48,52,16,22,36,26,55,27,17,7,4,100
18,5,3583,Schnaus,298,92,30,144,2,0,53,46,31,25,28,15,40,15,8,6,11,99
22,1,5937,Vugelles-La Mothe,308,185,103,5,3,0,52,47,29,22,32,16,38,7,12,13,6,99
23,1,6055,Blitzingen,1181,323,99,334,8,1,51,48,23,22,27,27,42,15,13,6,8,99
22,1,5564,Novalles,206,100,95,0,2,0,42,57,29,25,32,13,33,5,9,7,12,99
26,2,6744,La Chaux-des-Breuleux,406,94,183,112,5,0,49,49,27,31,33,7,36,9,10,8,9,98
21,7,5062,Anzonico,1061,719,28,93,11,1,46,52,8,20,36,34,48,18,19,4,7,98
2,2,553,Wiggiswil,143,17,107,0,4,0,56,41,18,46,21,12,38,10,10,9,9,97
21,7,5311,Coglio,957,504,8,27,7,1,48,48,23,22,37,14,35,8,7,10,10,96
23,1,6233,Chandolin,1665,984,37,230,21,0,51,44,15,26,42,12,42,13,17,6,6,95
24,2,6405,Brot-Dessous,495,403,58,8,8,0,46,49,17,26,29,23,47,20,15,7,5,95
18,5,3540,Sur,2322,305,69,916,6,0,48,45,17,22,29,25,38,12,12,10,4,93
21,7,5155,Bogno,421,226,22,133,5,1,44,49,16,21,29,27,41,14,12,10,5,93
18,5,3801,Arvigo,1700,909,24,179,7,3,48,44,6,31,24,31,46,19,17,5,5,92
18,5,3984,Schlans,883,227,92,296,4,0,47,45,26,20,19,27,37,12,14,2,9,92
21,7,5256,Monte,241,220,1,11,5,0,47,45,26,27,28,11,38,10,12,7,9,92
26,2,6797,Montmelon,1201,517,308,337,9,0,46,46,22,17,33,20,35,10,11,8,6,92
21,7,5122,Palagnedra,1674,1127,65,2,5,0,40,52,7,18,39,28,54,32,16,3,3,92
11,2,2460,Oberramsern,175,49,115,0,6,0,42,49,20,22,29,20,38,9,16,5,8,91
22,1,5528,Naz,116,26,80,0,3,0,38,53,38,27,21,5,26,4,5,3,14,91
18,5,3602,Uors-Peiden,239,127,89,0,6,1,49,41,22,14,29,25,34,7,14,4,9,90
23,1,6109,Inden,986,266,42,52,5,0,38,51,16,21,30,22,43,19,15,5,4,89
21,7,5183,Fescoggia,245,217,12,4,4,0,41,47,15,15,35,23,40,13,16,6,5,88
21,7,5305,Broglio,1297,688,17,16,9,0,41,47,29,26,19,14,34,11,8,5,10,88
22,1,5906,Chaneaz,139,38,97,0,2,0,46,41,22,26,25,14,33,7,12,4,10,87
2,2,535,Deisswil bei Munchenbuchsee,216,52,132,0,4,0,44,43,23,29,23,12,33,11,12,3,7,87
22,1,5928,Rovray,235,47,175,0,5,0,43,44,22,21,28,16,35,8,15,3,9,87
21,7,5129,Sonogno,3752,1029,30,640,12,0,48,38,7,22,38,19,38,9,18,6,5,86
18,5,3502,Mon,846,500,172,140,3,0,41,45,22,16,29,19,37,13,13,3,8,86
22,1,5562,Mauborget,550,391,88,51,10,0,44,41,15,18,40,12,37,14,12,6,5,85
26,2,6795,Montenol,219,72,79,58,1,0,40,45,27,25,17,16,27,8,5,2,12,85
10,2,2181,Corjolens,155,22,126,0,4,1,54,30,16,23,33,12,31,4,14,5,8,84
11,2,2423,Gansbrunnen,1144,759,175,176,6,0,42,42,22,25,24,13,31,8,12,3,8,84
21,7,5068,Cavagnago,668,497,37,60,10,0,44,39,9,10,32,32,44,18,18,6,2,83
22,1,5519,Eclagnens,214,29,172,0,5,0,39,44,14,20,22,27,29,6,15,2,6,83
10,2,2172,Autafond,242,78,160,0,3,0,45,36,27,18,28,8,22,2,8,4,8,81
18,5,3670,Urmein,433,172,176,28,12,0,44,37,6,20,35,20,36,11,13,8,4,81
23,1,6062,Muhlebach,979,216,54,202,7,0,43,38,18,22,28,13,29,7,13,4,5,81
26,2,6747,Epiquerez,936,437,241,234,11,0,37,44,27,16,27,11,25,4,5,5,11,81
21,7,5033,Castro,307,103,41,85,7,1,35,46,20,25,14,22,35,13,8,7,7,81
18,5,3503,Mutten,996,600,43,249,5,0,40,40,20,9,31,20,28,8,12,2,6,80
26,2,6799,Pleujouse,181,126,39,12,2,0,39,41,16,21,32,11,32,10,6,10,6,80
18,5,3593,Duvin,1793,717,87,307,6,0,37,43,24,22,29,5,26,8,3,5,10,80
2,2,709,Seehof,841,536,152,122,9,0,44,35,31,25,14,9,24,6,3,3,12,79
18,5,3652,Tenna,1127,384,193,316,6,1,40,39,19,16,26,18,29,7,7,9,6,79
21,7,5039,Lottigna,651,497,23,0,7,0,39,40,13,21,25,20,40,20,10,4,6,79
23,1,6175,Goppisberg,253,121,19,81,8,0,36,43,17,17,24,21,36,12,13,6,5,79
18,5,3928,Pagig,525,165,67,238,7,0,42,36,21,12,26,19,29,5,10,6,8,78
23,1,6011,Zwischbergen,8615,2103,34,1093,7,0,42,36,20,23,23,12,31,9,12,5,5,78
18,5,3599,Surcasti,588,376,111,18,5,0,35,40,22,14,26,13,28,7,7,6,8,75
22,1,5677,Montaubion-Chardonney,209,67,130,0,6,0,40,34,14,17,31,12,30,11,5,6,8,74
24,2,6476,Engollon,262,33,214,0,3,0,40,34,13,25,21,15,31,11,10,6,4,74
10,2,2230,Villarsel-sur-Marly,141,27,108,0,3,0,39,35,27,26,14,7,24,4,5,7,8,74
18,5,3925,Luen,349,181,50,78,2,0,38,36,19,15,25,15,31,8,13,2,8,74
21,7,5081,Sobrio,636,447,45,58,17,0,37,37,14,10,23,27,38,17,13,5,3,74
21,7,5318,Menzonio,1064,584,17,31,6,0,31,42,13,22,27,11,34,14,7,8,5,73
21,7,5063,Bedretto,7523,875,133,2169,17,0,35,37,4,16,16,36,37,12,17,6,2,72
22,1,5797,La Rogivue,106,20,69,0,2,0,33,39,18,21,23,10,30,7,13,2,8,72
21,7,5304,Bosco/Gurin,2204,614,64,556,5,0,39,32,12,22,27,10,35,16,11,5,3,71
10,2,2064,Bionnens,109,18,87,0,2,0,38,33,19,22,20,10,24,5,6,5,8,71
22,1,5676,Martherenges,83,30,49,0,3,0,37,34,20,16,26,9,22,3,6,3,10,71
18,5,3579,Riein,1588,589,114,233,6,0,34,37,13,14,27,17,28,7,11,3,7,71
21,7,5092,Auressio,299,198,3,21,2,0,33,38,19,10,26,16,31,9,11,6,5,71
18,5,3601,Tersnaus,483,260,70,62,5,1,40,30,20,7,23,20,28,10,8,1,9,70
23,1,6064,Niederwald,468,205,60,103,2,0,37,33,13,16,25,16,33,12,12,3,6,70
22,1,5558,Fontanezier,373,184,108,75,5,0,33,37,17,12,24,17,26,3,12,4,7,70
18,5,3641,Trans,747,345,74,151,4,0,40,29,18,12,27,12,23,3,8,4,8,69
22,1,5920,Mezery-pres-Donneloye,185,19,159,0,3,0,39,30,24,24,17,4,23,5,8,1,9,69
21,7,5188,Iseo,100,90,5,0,5,0,30,39,13,17,28,11,29,8,10,7,4,69
21,7,5032,Campo (Blenio),2196,556,52,754,3,0,39,29,10,17,25,16,32,11,14,4,3,68
11,2,2524,Huniken,101,16,77,0,5,0,35,32,12,15,25,15,26,6,9,3,8,67
26,2,6805,Seleute,678,377,160,132,7,0,34,33,21,19,23,4,24,6,6,5,7,67
22,1,5781,Bussigny-sur-Oron,117,17,93,0,3,1,32,35,22,12,27,6,24,7,6,2,9,67
26,2,6728,Vellerat,205,140,35,22,4,0,37,29,14,22,26,4,27,8,9,3,7,66
22,1,5433,Pizy,252,66,170,0,7,0,39,26,15,16,21,13,29,10,10,3,6,65
23,1,6059,Geschinen,1004,241,131,298,4,0,39,26,12,10,18,25,31,9,15,3,4,65
21,7,5173,Certara,273,222,16,14,3,0,31,34,9,17,20,19,31,13,10,4,4,65
21,7,5132,Vergeletto,4078,1750,18,633,3,1,29,36,3,6,24,32,35,18,8,5,4,65
10,2,2007,Chapelle (Broye),205,43,144,0,7,0,34,30,18,16,17,13,22,6,5,4,7,64
18,5,3709,Patzen-Fardun,250,119,115,0,3,0,26,38,24,15,14,11,24,9,5,2,8,64
10,2,2038,Prevondavaux,179,53,121,0,3,0,34,29,17,23,18,5,23,3,10,2,8,63
22,1,5811,Cerniaz (VD),177,35,140,0,4,0,33,30,11,12,21,19,27,7,11,5,4,63
10,2,2037,Praratoud,224,76,140,0,2,0,30,33,23,15,15,10,23,7,5,2,9,63
18,5,3842,Lu,684,236,86,225,3,0,31,31,16,12,20,14,22,7,4,5,6,62
18,5,3803,Braggio,691,462,57,9,4,0,30,32,16,6,25,15,27,12,6,1,8,62
2,2,531,Ballmoos,145,33,108,0,1,0,31,30,24,15,10,12,20,7,2,1,10,61
22,1,5526,Malapalud,83,15,64,0,2,0,31,30,17,17,18,9,22,5,7,3,7,61
21,7,5248,Casima,99,89,5,0,3,0,28,33,13,16,24,8,29,10,11,4,4,61
22,1,5686,Sarzens,145,23,109,0,4,0,35,25,13,20,14,13,27,9,10,3,5,60
18,5,3591,Camuns,1110,495,113,242,2,0,30,30,15,13,13,19,22,3,9,5,5,60
5,6,1369,Riemenstalden,1121,285,156,395,0,0,34,25,12,15,18,14,24,6,9,5,4,59
2,2,389,Meienried,65,9,48,0,2,0,32,27,17,16,20,6,23,8,6,2,7,59
10,2,2082,Lieffrens,180,49,123,0,3,1,32,27,19,20,14,6,17,2,4,4,7,59
21,7,5309,Cerentino,2007,1332,32,55,6,0,30,28,12,16,13,17,28,13,9,3,3,58
21,7,5307,Campo (Vallemaggia),4327,1922,89,487,18,0,28,30,2,7,24,25,30,13,10,5,2,58
21,7,5119,Mosogno,861,745,4,16,4,0,33,24,7,13,25,12,26,9,7,7,3,57
2,2,550,Scheunen,218,113,98,0,3,0,26,31,10,20,19,8,23,6,10,3,4,57
18,5,3703,Casti-Wergenstein,2562,203,68,1275,6,0,30,26,21,12,13,10,21,11,2,4,4,56
21,7,5080,Rossura,1458,714,63,285,13,0,31,24,6,8,23,18,28,10,11,5,2,55
18,5,3711,Rongellen,202,129,31,0,2,0,30,23,15,15,15,8,17,3,6,5,3,53
2,2,661,Clavaleyres,101,17,76,0,2,0,28,25,14,10,24,5,17,5,4,4,4,53
2,2,871,Kienersruti,74,9,63,0,2,0,26,26,7,19,18,8,23,9,7,1,6,52
18,5,3708,Mathon,1513,152,74,928,6,0,26,26,19,11,12,10,19,5,7,0,7,52
2,2,708,Schelten,556,338,79,125,6,0,25,27,15,12,18,7,17,3,7,0,7,52
22,1,5681,Oulens-sur-Lucens,159,55,91,0,4,0,25,27,14,11,15,12,19,5,6,2,6,52
